num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2023S027184;10/08/2023;22:05:00;CALL. GENERAL RICARDOS / CALL. MANUEL LAMELA;182;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;14;Sin asistencia sanitaria;437.665.662;4.470.928.938;N;NULL
2023S027198;11/08/2023;6:50:00;AVDA. DEMOCRACIA, 13  CARRIL BICI;13;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;447.032.137;4.470.762.702;N;NULL
2023S027226;11/08/2023;15:55:00;IDB. PARQUE CUÑA VERDE, 0;0;19;VICÁLVARO;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;447.728.098;4.473.687.768;N;NULL
2023S027248;11/08/2023;21:50:00;CALL. PORTUGALETE, 6;6;15;CIUDAD LINEAL;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;1;Atención en urgencias sin posterior ingreso;446.075.283;4.475.255.322;N;NULL
2023S027293;12/08/2023;13:30:00;AVDA. GRAN VIA DE SAN FRANCISCO, 1;1;1;CENTRO;Colisión lateral;Se desconoce;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;439.609.567;4.473.177.780;N;NULL
2023S027380;14/08/2023;0:12:00;AVDA. ALBUFERA / CALL. SAN CLAUDIO;100;13;PUENTE DE VALLECAS;Colisión lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;445.501.203;4.471.053.156;N;NULL
2023S027383;14/08/2023;1:55:00;PASEO. CASTELLANA, 86;86;5;CHAMARTÍN;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;441.388.616;4.477.144.517;N;NULL
2023S027410;14/08/2023;20:25:00;CUSTA. VEGA / PASEO. CIUDAD DE PLASENCIA;3;1;CENTRO;Colisión frontal;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 15 a 17 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;439.206.038;4.474.001.637;N;NULL
2023S027418;14/08/2023;23:20:00;CALL. CEBREROS / CALL. HIGUERAS;1;10;LATINA;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;2;Ingreso inferior o igual a 24 horas;436.766.594;4.472.932.306;N;NULL
2023S027431;15/08/2023;11:10:00;CALL. CONVENIO / CALL. MARIA ENCINAS;41;13;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 18 a 20 años;Mujer;5;Asistencia sanitaria ambulatoria con posterioridad;442.980.835;4.471.318.497;N;NULL
2023S027489;16/08/2023;23:00:00;PLAZA. CARLOS CAMBRONERO / CALL. SAN ROQUE;1;1;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;NULL;NULL;440.255.572;4.474.939.552;N;NULL
2023S027520;17/08/2023;14:28:00;AVDA. COMPLUTENSE, 40;40;9;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;1;Atención en urgencias sin posterior ingreso;438.190.727;4.478.430.208;N;NULL
2023S027524;17/08/2023;15:17:00;PLAZA. CEBADA / CALL. TOLEDO;1;1;CENTRO;Alcance;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;NULL;NULL;439.882.054;4.473.647.505;N;NULL
2023S027567;18/08/2023;14:45:00;CALL. SESEÑA, 79;79;10;LATINA;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;435.051.026;4.472.110.138;N;NULL
2023S027581;18/08/2023;20:30:00;PSRL. CALLE DEL VADO, 0;0;2;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;NULL;NULL;441.021.398;4.470.792.378;N;NULL
2023S027598;19/08/2023;2:40:00;PLAZA. PUERTA DEL ANGEL / AVDA. PORTUGAL;2;10;LATINA;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;1;Atención en urgencias sin posterior ingreso;438.072.174;4.474.034.668;N;NULL
2023S027613;19/08/2023;10:20:00;CALLE MAYOR 88;88;1;CENTRO;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439.492.505;4.474.076.423;N;NULL
2023S027660;20/08/2023;12:10:00;CALL. VERSALLES, 123;123;20;SAN BLAS-CANILLEJAS;Caída;Despejado;Bicicleta;Conductor;De 10 a 14 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;447.932.995;4.474.267.600;N;NULL
2023S027740;21/08/2023;23:45:00;CALL. SEGOVIA / RONDA. SEGOVIA;41;2;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;1;Atención en urgencias sin posterior ingreso;439.202.160;4.473.947.468;N;NULL
2023S027752;22/08/2023;9:18:00;AVDA. MONTE IGUELDO, 89;89;13;PUENTE DE VALLECAS;Colisión lateral;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443.124.642;4.471.530.690;N;NULL
2023S027791;22/08/2023;21:43:00;PQUE. PINAR DE LA ELIPA, 0;0;15;CIUDAD LINEAL;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 15 a 17 años;Hombre;2;Ingreso inferior o igual a 24 horas;444.434.994;4.474.468.134;N;NULL
2023S027795;22/08/2023;21:20:00;AVDA. GRAN VIA DE VILLAVERDE / CALL. CARMELITAS;14;17;VILLAVERDE;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441.941.362;4.466.966.333;N;NULL
2023S027809;23/08/2023;9:20:00;GTA. LUXEMBURGO / CALL. RIBERA DEL SENA;2;21;BARAJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;3;Ingreso superior a 24 horas;447.419.114;4.479.353.024;N;NULL
2023S027852;23/08/2023;20:15:00;CALL. JOSE ARCONES GIL / CALL. DOCTOR CIRAJAS;26;15;CIUDAD LINEAL;Caída;Despejado;Bicicleta;Conductor;De 15 a 17 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;445.833.330;4.476.236.576;N;NULL
2023S027855;23/08/2023;23:30:00;CALL. VALMOJADO, 293;293;10;LATINA;Colisión lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;NULL;NULL;435.506.496;4.470.862.205;N;NULL
2023S027913;25/08/2023;10:10:00;AVDA. POBLADOS, 167;167;12;USERA;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 15 a 17 años;Hombre;2;Ingreso inferior o igual a 24 horas;439.893.946;4.469.302.219;N;NULL
2023S027918;25/08/2023;11:18:00;CALL. HERMANOS GARCIA NOBLEJAS, 129;129;20;SAN BLAS-CANILLEJAS;Alcance;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;1;Atención en urgencias sin posterior ingreso;446.992.135;4.474.543.833;N;NULL
2023S027954;24/08/2023;20:10:00;AVDA. PORTUGAL / PLAZA. PUERTA DEL ANGEL;3;10;LATINA;Caída;Despejado;Bicicleta;Conductor;De 15 a 17 años;Mujer;1;Atención en urgencias sin posterior ingreso;438.088.045;4.474.043.831;N;NULL
2023S027972;26/08/2023;5:45:00;CALL. HUERTAS, 12;12;1;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 21 a 24 años;Mujer;1;Atención en urgencias sin posterior ingreso;440.560.307;4.473.942.025;N;NULL
2023S027978;26/08/2023;9:25:00;PASEO. CASTELLANA / CALL. ZURBARAN;23;7;CHAMBERÍ;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Mujer;2;Ingreso inferior o igual a 24 horas;441.511.867;4.475.645.654;N;NULL
2023S027980;26/08/2023;11:00:00;CALL. GALEON / CALL. CARABELA;13;21;BARAJAS;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;1;Atención en urgencias sin posterior ingreso;450.304.066;4.478.469.465;N;NULL
2023S028048;27/08/2023;22:00:00;PASEO. QUINCE DE MAYO, 25;25;11;CARABANCHEL;Caída;Despejado;Bicicleta;Conductor;De 40 a 44 años;Mujer;2;Ingreso inferior o igual a 24 horas;438.777.381;4.472.297.076;N;NULL
2023S028054;28/08/2023;0:14:00;CALL. ATOCHA / CALL. SANTA INES;104;1;CENTRO;Alcance;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;441.002.119;4.473.546.255;N;NULL
2023S028054;28/08/2023;0:14:00;CALL. ATOCHA / CALL. SANTA INES;104;1;CENTRO;Alcance;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;3;Ingreso superior a 24 horas;441.002.119;4.473.546.255;N;NULL
2023S028069;27/08/2023;14:46:00;CALL. MARQUES DE URQUIJO / CALL. FERRAZ;38;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;1;Atención en urgencias sin posterior ingreso;438.883.445;4.475.658.479;N;NULL
2023S028085;28/08/2023;12:30:00;CALL. FRANCOS RODRIGUEZ / GTA. ROCIO DURCAL;69;9;MONCLOA-ARAVACA;Colisión lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;439.649.160;4.478.770.509;N;NULL
2023S028088;28/08/2023;13:45:00;PASEO. VIRGEN DEL PUERTO, 7;7;2;ARGANZUELA;Alcance;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;2;Ingreso inferior o igual a 24 horas;438.816.899;4.473.889.347;N;NULL
2023S028128;29/08/2023;8:15:00;CALL. JUAN BRAVO, 70;70;4;SALAMANCA;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Mujer;14;Sin asistencia sanitaria;442.927.128;4.475.951.656;N;NULL
2023S028149;29/08/2023;15:20:00;CALL. MAQUINILLA / CALL. TRANVIA BLANCO;26;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;1;Atención en urgencias sin posterior ingreso;445.989.612;4.470.222.426;N;NULL
2023S028206;30/08/2023;10:10:00;IDB. AVENIDA DE LOS ROSALES / CTRA. M-301;0;17;VILLAVERDE;Caída;Despejado;Bicicleta;Conductor;Más de 74 años;Hombre;1;Atención en urgencias sin posterior ingreso;443.347.583;4.465.404.008;N;NULL
2023S028217;30/08/2023;15:49:00;PASEO. CASTELLANA, 59;59;7;CHAMBERÍ;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;Desconocido;Desconocido;NULL;NULL;441.360.804;4.476.710.399;N;NULL
2023S028219;30/08/2023;16:45:00;PASEO. CASTELLANA, 72;72;5;CHAMARTÍN;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;441.442.981;4.476.652.204;N;NULL
2023S028220;30/08/2023;16:35:00;AVDA. LOS ROSALES, 113;113;17;VILLAVERDE;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 15 a 17 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442.262.258;4.467.240.059;N;NULL
2023S028288;30/08/2023;19:45:00;PASEO. AZUL, 2;2;9;MONCLOA-ARAVACA;Colisión frontal;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;14;Sin asistencia sanitaria;437.936.695;4.474.947.810;N;NULL
2023S028288;30/08/2023;19:45:00;PASEO. AZUL, 2;2;9;MONCLOA-ARAVACA;Colisión frontal;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;437.936.695;4.474.947.810;N;NULL
2023S028300;31/08/2023;13:55:00;CALL. BRAVO MURILLO, 257;257;6;TETUÁN;Colisión lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440.674.349;4.478.976.505;N;NULL
2023S028315;31/08/2023;19:45:00;PLAZA. EMPERADOR CARLOS V, 1;1;1;CENTRO;Alcance;Despejado;Bicicleta;Conductor;De 30 a 34 años;Mujer;3;Ingreso superior a 24 horas;441.313.644;4.473.357.925;N;NULL
2023S028324;31/08/2023;21:10:00;CALL. ALCALDE SAINZ DE BARANDA / CALL. ANTONIO CASERO;107;3;RETIRO;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 40 a 44 años;Mujer;2;Ingreso inferior o igual a 24 horas;443.561.575;4.474.510.038;N;NULL
2023S028335;31/08/2023;22:35:00;CALLE ALFONSO XII 58;58;3;RETIRO;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Mujer;2;Ingreso inferior o igual a 24 horas;441.563.762;4.473.448.648;N;NULL
